,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played
3007,6,6,3802984,144,4412,Samuel Moutoussamy,,18,True,9,Right Defensive Midfield,78
3008,7,7,3802984,144,4422,Willem Geubbels,,19,False,0,Substitute,18
3009,0,0,3803000,152,2974,Saîf-Eddine Khaoui,,6,True,21,Left Wing,67
3010,1,1,3803000,152,7367,Grejohn Kyei,,9,False,0,Substitute,25
3011,2,2,3803000,152,7410,Jason Berthomier,,8,True,19,Center Attacking Midfield,67
3012,3,3,3803000,152,7562,Florent Ogier,,21,False,0,Substitute,2
3013,4,4,3803000,152,7626,Johan Gastien,,25,True,11,Left Defensive Midfield,92
3014,5,5,3803000,152,8178,Jean-Claude Billong,,5,True,5,Left Center Back,90
3015,6,6,3803000,152,8454,Mohamed Bayo,,27,True,23,Center Forward,84
3016,7,7,3803000,152,13597,Oriol Busquets Mas,Oriol Busquets,22,False,0,Substitute,8
3017,8,8,3803000,152,19019,Arial Benabent Mendy,Arial Mendy,15,True,6,Left Back,92
3018,9,9,3803000,152,22125,Arthur Desmas,,1,True,1,Goalkeeper,92
3019,10,10,3803000,152,22137,Yohann Magnin,,7,True,9,Right Defensive Midfield,92
3020,11,11,3803000,152,28376,Jim Allevinah,,11,False,0,Substitute,26
3021,12,12,3803000,152,29664,Jodel Dossou,,24,True,17,Right Wing,66
3022,13,13,3803000,152,30234,Akim Zedadka,,20,True,2,Right Back,92
3023,14,14,3803000,152,33151,Lucas Da Cunha,,10,False,0,Substitute,25
3024,15,15,3803000,152,45047,Alidu Seidu,,36,True,3,Right Center Back,92
3025,0,0,3813264,7282,9989,Carl Gerard McHugh,,8,True,11,Left Defensive Midfield,64
3026,2,2,3813264,7282,124741,Manvir Singh,,11,True,17,Right Wing,109
3027,3,3,3813264,7282,124756,Subhasish Bose,,15,False,0,Substitute,7
3028,4,4,3813264,7282,124772,Pritam Kotal,,20,True,3,Right Center Back,109
3029,5,5,3813264,7282,124773,Amrinder Singh,,1,True,1,Goalkeeper,109
3030,6,6,3813264,7282,124907,Liston Colaco,,17,True,21,Left Wing,102
3031,7,7,3813264,7282,163337,Ashutosh Mehta,,6,True,2,Right Back,109
3032,8,8,3813264,7282,163339,Prabir Das,,33,True,6,Left Back,109
3033,9,9,3813264,7282,163340,Deepak Tangri,,22,True,9,Right Defensive Midfield,45
3034,10,10,3813264,7282,163342,Hugo Adnan Boumous,,10,True,19,Center Attacking Midfield,109
3035,11,11,3813264,7282,163343,Lenny Rodrigues,,24,False,0,Substitute,64
3036,12,12,3813264,7282,163344,Roy Krishna,,21,False,0,Substitute,25
3037,13,13,3813264,7282,163345,David Joel Williams,,9,True,23,Center Forward,84
3038,14,14,3813264,7282,170691,José Luis Espinosa Arroyo,Tiri,4,True,5,Left Center Back,109
3039,15,15,3813264,7289,26186,Bartholomew Owogbalor Ogbeche,,20,True,23,Center Forward,109
3040,16,16,3813264,7289,26675,João Victor de Albuquerque Bruno,João Victor,8,True,11,Left Defensive Midfield,89
3041,17,17,3813264,7289,33419,Joel Joseph Chianese,Joel Chianese,7,False,0,Substitute,36
3042,18,18,3813264,7289,41858,Javier Siverio Toro,Javi Siverio,99,False,0,Substitute,20
3043,19,19,3813264,7289,124782,Nikhil Poojary,,27,True,17,Right Wing,82
3044,20,20,3813264,7289,124903,Akash Mishra,,31,True,6,Left Back,109
3045,21,21,3813264,7289,125110,Konsham Chinglensana Singh,,4,True,3,Right Center Back,109
3046,22,22,3813264,7289,163353,Seityasen Singh,,17,False,0,Substitute,27
3047,23,23,3813264,7289,164482,Laxmikant Kattimani,,25,True,1,Goalkeeper,109
3048,24,24,3813264,7289,164483,Juan Antonio González Fernández,Juanan,5,True,5,Left Center Back,109
3049,25,25,3813264,7289,164485,Asish Rai,,44,True,2,Right Back,109
3050,26,26,3813264,7289,164486,Eduardo García Martín,Edu García,11,True,19,Center Attacking Midfield,73
3051,27,27,3813264,7289,164487,Sahil Tavora,,14,False,0,Substitute,36
3052,28,28,3813264,7289,164488,Hitesh Sharma,,18,True,9,Right Defensive Midfield,73
3053,29,29,3813264,7289,164491,Rohit Danu,,24,False,0,Substitute,27
3054,30,30,3813264,7289,166022,Aniket Anil Jadhav,,9,True,21,Left Wing,82
3055,0,0,3813265,7287,4036,Bradden Inman,Brad Inman,8,False,0,Substitute,20
3056,1,1,3813265,7287,8038,Igor Angulo Albóniga,Igor Angulo,17,True,23,Center Forward,78
3057,2,2,3813265,7287,45004,Ygor de Oliveira Ferreira,Ygor Catatau,38,False,0,Substitute,33
3058,3,3,3813265,7287,124747,Rahul Bheke,,2,True,5,Left Center Back,98
3059,4,4,3813265,7287,124769,Vinit Rai Chamling,,16,False,0,Substitute,32
3060,5,5,3813265,7287,124902,Bipin Singh Thounajam,Bipin Singh,29,True,21,Left Wing,98
3061,6,6,3813265,7287,124905,Lalengmawia Ralte,,45,True,9,Right Defensive Midfield,98
3062,7,7,3813265,7287,126145,Raynier Fernandes,,11,True,17,Right Wing,66
3063,8,8,3813265,7287,159765,Cássio Gabriel Vilela Ferreira,Cássio Gabriel,7,True,19,Center Attacking Midfield,65
3064,9,9,3813265,7287,159766,Phurba Tempa Lachenpa,,1,True,1,Goalkeeper,98
3065,10,10,3813265,7287,159767,Amey Ganesh Ranawade,,4,True,2,Right Back,98
3066,11,11,3813265,7287,159770,Serigne Mourtada Fall,,25,True,3,Right Center Back,98
3067,12,12,3813265,7287,159771,Ahmed Jahouh,,10,True,11,Left Defensive Midfield,98
3068,13,13,3813265,7287,159772,Vignesh Dakshinamurthy,,23,True,6,Left Back,98
3069,14,14,3813265,7286,80416,Darren Sidoel,,6,False,0,Substitute,23
3070,15,15,3813265,7286,124760,Adil Khan,,5,True,5,Left Center Back,98
3071,16,16,3813265,7286,124783,Balwant Singh,,15,False,0,Substitute,9
3072,17,17,3813265,7286,128257,Jackichand Singh,,10,False,0,Substitute,9
3073,18,18,3813265,7286,161091,Daniel Chima Chukwu,,27,True,23,Center Forward,98
3074,19,19,3813265,7286,161093,Bikash Jairu,,23,True,16,Left Midfield,45
3075,20,20,3813265,7286,161094,Mohammed Rafique,,8,False,0,Substitute,53
3076,21,21,3813265,7286,161095,Wahengbam Angousana Luwang,,14,True,13,Right Center Midfield,89
3077,22,22,3813265,7286,161106,Amarjit Singh Kiyam Singh,,80,True,2,Right Back,75
3078,23,23,3813265,7286,161107,Arindam Bhattacharja,,29,True,1,Goalkeeper,98
3079,24,24,3813265,7286,161108,Hira Mondal,,20,True,6,Left Back,98
3080,25,25,3813265,7286,161109,Sourav Das,,18,True,10,Center Defensive Midfield,98
3081,26,26,3813265,7286,161110,Lalrinliana Hnamte,,22,True,12,Right Midfield,89
3082,27,27,3813265,7286,161112,Joyner Lourenco,,12,True,3,Right Center Back,18
3083,28,28,3813265,7286,161114,Thongkhosiem Haokip,,24,True,15,Left Center Midfield,98
3084,29,29,3813265,7286,180057,Ankit Mukherjee,,55,False,0,Substitute,80
3085,0,0,3813266,7288,13607,Airam López Cabrera,Airam Cabrera,7,False,0,Substitute,17
3086,1,1,3813266,7288,26571,Alberto Noguera Ripoll,Alberto Noguera,5,True,22,Right Center Forward,80
3087,2,2,3813266,7288,26754,Eduardo Bedia Peláez,Edu Bedia,23,True,11,Left Defensive Midfield,97
3088,3,3,3813266,7288,35039,Iván Garrido González,Iván González,24,True,4,Center Back,97
3089,4,4,3813266,7288,124906,Glan Martins,,25,True,9,Right Defensive Midfield,97
3090,5,5,3813266,7288,159764,Jorge Ortiz Mendoza,Jorge Ortiz,9,True,24,Left Center Forward,97
3091,6,6,3813266,7288,159778,Seriton Fernandes,,20,True,7,Right Wing Back,97
3092,7,7,3813266,7288,159779,Saviour Gama,,21,True,8,Left Wing Back,84
3093,8,8,3813266,7288,159780,Aibanbha Kupar Dohling,,27,True,5,Left Center Back,97
3094,9,9,3813266,7288,159783,Devendra Dhaku Murgaokar,,29,False,0,Substitute,52
3095,10,10,3813266,7288,165322,Naveen Kumar,,32,True,1,Goalkeeper,97
3096,11,11,3813266,7288,165324,Makan Winkle Chote,,19,False,0,Substitute,13
3097,12,12,3813266,7288,165325,Muhammed Nemil Valiyattil,,44,True,19,Center Attacking Midfield,45
3098,13,13,3813266,7288,181868,Anisa Anwar Ali,,4,True,3,Right Center Back,97
3099,14,14,3813266,7290,51364,Vladimir Koman Jr.,,77,True,10,Center Defensive Midfield,58
3100,15,15,3813266,7290,73486,Nerijus Valskis,,9,True,24,Left Center Forward,73
3101,16,16,3813266,7290,89499,Slavko Damjanović,,23,True,4,Center Back,97
3102,17,17,3813266,7290,124743,Lallianzuala Chhangte,,7,False,0,Substitute,24
3103,18,18,3813266,7290,124759,Anirudh Thapa,,15,True,13,Right Center Midfield,97
3104,19,19,3813266,7290,125212,Mirlan Murzaev,,17,True,22,Right Center Forward,97
3105,20,20,3813266,7290,164476,Łukasz Gikiewicz,,99,False,0,Substitute,24
3106,21,21,3813266,7290,164480,Debjit Majumder,,24,True,1,Goalkeeper,97
3107,22,22,3813266,7290,164481,Narayan Das,,21,True,5,Left Center Back,97
3108,23,23,3813266,7290,164493,Keisham Reagan Singh,,2,True,7,Right Wing Back,97
3109,24,24,3813266,7290,164495,Edwin Sydney Vanspaul,,8,True,15,Left Center Midfield,73
3110,25,25,3813266,7290,164496,Jerry Lalrinzuala,,18,True,8,Left Wing Back,97
3111,26,26,3813266,7290,167009,Germanpreet Singh,,28,False,0,Substitute,39
3112,27,27,3813266,7290,179458,Mohammad Sajid Dhot,,3,True,3,Right Center Back,97
3113,2,2,3813267,7288,33487,Dylan Fox,,12,False,0,Substitute,12
3114,5,5,3813267,7288,124911,Dheeraj Singh Moirangthem,,1,True,1,Goalkeeper,98
3115,7,7,3813267,7288,159776,Sanson Pereira,,2,False,0,Substitute,19
3116,11,11,3813267,7288,159781,Princeton Rebello,,11,False,0,Substitute,12
3117,13,13,3813267,7288,159788,Nongdamba Singh Naorem,,17,False,0,Substitute,19
3118,15,15,3813267,7288,170219,Mohamed Ali,,37,True,3,Right Center Back,98
3119,16,16,3813267,7286,32945,Franjo Prce,,71,True,5,Left Center Back,98
3120,17,17,3813267,7286,33638,Tomislav Mrčela,,4,True,3,Right Center Back,45
3121,20,20,3813267,7286,161092,Amir Derviševič,,21,True,15,Left Center Midfield,98
3122,26,26,3813267,7286,161111,Antonio Perošević,,7,True,22,Right Center Forward,98
3123,29,29,3813267,7286,161115,Suvam Sen,,25,True,1,Goalkeeper,98
3124,30,30,3813267,7286,166424,Raju Eknath Gaikwad,,47,True,2,Right Back,86
3125,31,31,3813267,7286,166425,Naorem Mahesh Singh,,13,True,12,Right Midfield,82
3126,0,0,3813268,2021,9981,Peter Hartley,,29,True,5,Left Center Back,100
3127,1,1,3813268,2021,13322,Greg Stewart,,24,True,24,Left Center Forward,86
3128,2,2,3813268,2021,33500,Jordan Murray,,10,False,0,Substitute,4
3129,4,4,3813268,2021,124777,Narender Gahlot,,5,False,0,Substitute,4
3130,5,5,3813268,2021,124910,Pronay Halder,,8,True,11,Left Defensive Midfield,96
3131,6,6,3813268,2021,127057,Seminlen Doungel,,7,True,12,Right Midfield,43
3132,7,7,3813268,2021,161097,Rehnesh Thumbirumbu Paramba,,32,True,1,Goalkeeper,100
3133,8,8,3813268,2021,161098,Boris Singh Thangjam,,2,False,0,Substitute,57
3134,9,9,3813268,2021,161099,Ricky Lallawmawma,,6,True,6,Left Back,100
3135,10,10,3813268,2021,161100,Laldinliana Renthlei,,26,True,2,Right Back,100
3136,11,11,3813268,2021,161102,Eli Sabia Filho,Eli Sabia,13,True,3,Right Center Back,100
3137,12,12,3813268,2021,161104,Jitendra Singh,,3,True,9,Right Defensive Midfield,100
3138,13,13,3813268,2021,161105,Komal Thatal,,11,True,16,Left Midfield,100
3139,14,14,3813268,2021,161116,Alexandre Monteiro de Lima,Alex,14,False,0,Substitute,14
3140,23,23,3813268,7282,163338,Sumit Rathi,,2,True,5,Left Center Back,63
3141,0,0,3813269,7291,8150,Francisco Javier Hernández González,Javi Hernández,10,False,0,Substitute,52
3142,2,2,3813269,7291,24268,Ariday Cabrera Suárez,Ariday Cabrera,7,True,21,Left Wing,65
3143,4,4,3813269,7291,100434,Liridon Krasniqi,,92,False,0,Substitute,32
3144,6,6,3813269,7291,124784,Kamaljit Singh,,30,True,1,Goalkeeper,97
3145,7,7,3813269,7291,162201,Víctor Mongil Adeva,Víctor Mongil,3,True,5,Left Center Back,97
3146,8,8,3813269,7291,162212,Lalruatthara Lalruatthara,,39,True,6,Left Back,97
3147,9,9,3813269,7291,162213,Hendry Antonay,,22,True,2,Right Back,45
3148,10,10,3813269,7291,162214,Jerry Mawihmingthanga,,17,True,17,Right Wing,45
3149,11,11,3813269,7291,162218,Lalhrezuala Sailung,,2,False,0,Substitute,52
3150,12,12,3813269,7291,162219,Isaac Vanmalsawma Chhakchhuak,,48,True,19,Center Attacking Midfield,97
3151,13,13,3813269,7291,162222,Gaurav Bora,,13,False,0,Substitute,52
3152,14,14,3813269,7291,167382,Nikhil Raj Murugesh Kumar,,21,False,0,Substitute,23
3153,15,15,3813269,7291,171646,Paul Ramfangzauva,,8,True,9,Right Defensive Midfield,74
3154,31,31,3813269,2021,161117,Ritwik Kumar Das,,18,False,0,Substitute,7
3155,3,3,3813270,7287,124763,Rowllin Borges,,14,False,0,Substitute,22
3156,9,9,3813270,7287,159768,Mehtab Singh,,5,False,0,Substitute,22
3157,10,10,3813270,7287,159769,Mohamad Rakip,,12,False,0,Substitute,80
3158,14,14,3813270,7287,159773,Vikram Pratap Singh,Vikram Singh,6,False,0,Substitute,38
3159,15,15,3813270,7287,159775,Mohammad Nawaz,,13,True,1,Goalkeeper,96
3160,24,24,3813270,7288,159777,Leander D''Cunha,,6,True,2,Right Back,76
3161,28,28,3813270,7288,159782,Alexander Romario Jesuraj,,14,True,17,Right Wing,56
3162,30,30,3813270,7288,159786,Lalhmangaihsanga Ralte,,41,True,3,Right Center Back,96
3163,0,0,3813271,7283,20837,Marko Lešković,,55,True,5,Left Center Back,98
3164,1,1,3813271,7283,24035,Álvaro Vázquez García,Álvaro Vázquez,99,True,22,Right Center Forward,98
3165,2,2,3813271,7283,26304,Adrián Nicolás Luna Retamar,Adrián Luna,20,True,16,Left Midfield,62
3166,3,3,3813271,7283,28251,Jorge Rolando Pereyra Díaz,Jorge Pereyra Díaz,30,True,24,Left Center Forward,94
3167,4,4,3813271,7283,124750,Sahal Abdul Samad,,18,True,12,Right Midfield,77
3168,5,5,3813271,7283,163335,Chencho Gyeltshen,,77,False,0,Substitute,36
3169,6,6,3813271,7283,163347,Prabhushkan Singh Gill,,13,True,1,Goalkeeper,98
3170,7,7,3813271,7283,163350,Jessel Carneiro,,14,True,6,Left Back,98
3171,8,8,3813271,7283,163352,Prasanth Karuthadathkuni,,24,False,0,Substitute,21
3172,9,9,3813271,7283,163355,Jeakson Singh Thaunaojam,,25,True,9,Right Defensive Midfield,98
3173,10,10,3813271,7283,163356,Harmanjot Singh Khabra,,10,True,2,Right Back,98
3174,11,11,3813271,7283,163357,Lalthathanga Khawlhring,,7,True,11,Left Defensive Midfield,76
3175,12,12,3813271,7283,163358,Ayush Adhikari,,8,False,0,Substitute,22
3176,13,13,3813271,7283,163359,Bijoy Varghese,,34,True,3,Right Center Back,93
3177,14,14,3813271,7283,164338,Enes Sipović,,2,False,0,Substitute,5
3178,15,15,3813271,7283,164339,Vincy Barretto,,47,False,0,Substitute,4
3179,27,27,3813272,7289,167648,Aaren D''Silva,,12,False,0,Substitute,13
3180,4,4,3813273,7287,124770,Mandar Rao Desai,,77,False,0,Substitute,33
3181,13,13,3813273,7287,159774,Gurkirat Singh,,9,False,0,Substitute,14
3182,25,25,3813273,7291,162215,Nandhakumar Sekar,,11,True,16,Left Midfield,97
3183,26,26,3813273,7291,162216,Moirangthem Thoiba Singh,,24,True,9,Right Defensive Midfield,64
3184,28,28,3813273,7291,162221,Daniel Lalhlimpuia,,14,False,0,Substitute,4
3185,30,30,3813273,7291,179263,Sahil Panwar,,36,True,6,Left Back,97
3186,16,16,3813274,7284,26565,Bruno Edgar Silva Almeida,Bruno Ramires,6,True,10,Center Defensive Midfield,97
3187,17,17,3813274,7284,27116,Alan Henrique Costa,Alan Costa,5,True,5,Left Center Back,97
3188,18,18,3813274,7284,83332,Prince Vinny Ibara Doniama,,9,True,17,Right Wing,27
3189,19,19,3813274,7284,124745,Muhammad Ashique Kuruniyan,,22,True,6,Left Back,78
3190,20,20,3813274,7284,124748,Sunil Chhetri,,11,True,21,Left Wing,89
3191,21,21,3813274,7284,124758,Gurpreet Singh Sandhu,,1,True,1,Goalkeeper,97
3192,22,22,3813274,7284,124904,Suresh Singh Wangjam,,8,True,13,Right Center Midfield,89
3193,23,23,3813274,7284,126148,Sarthak Golui,,16,False,0,Substitute,19
3194,24,24,3813274,7284,162203,Pratik Prabhakar Chaudhari,,4,True,3,Right Center Back,97
3195,25,25,3813274,7284,162206,Danish Farooq Bhat,,12,False,0,Substitute,8
3196,26,26,3813274,7284,162207,Jayesh Dilip Rane,,7,True,15,Left Center Midfield,78
3197,27,27,3813274,7284,162208,Naorem Roshan Singh,,32,True,2,Right Back,97
3198,28,28,3813274,7284,162209,Cleiton Augusto Oliveira Silva,Cleiton Silva,23,True,23,Center Forward,97
3199,29,29,3813274,7284,162210,Sivasakthi Narayanan,,39,False,0,Substitute,19
3200,30,30,3813274,7284,166562,Edmund Lalrindika,,17,False,0,Substitute,70
3201,31,31,3813274,7284,169442,Khangembam Bidyashagar Singh,,26,False,0,Substitute,8
3202,4,4,3813275,2021,124914,Ishan Pandita,,45,False,0,Substitute,16
3203,9,9,3813275,2021,161103,Mohammad Mobashir Rahman,,15,False,0,Substitute,1
3204,28,28,3813275,7283,166558,Hormipam Ruivah,,4,True,3,Right Center Back,88
3205,0,0,3813276,7285,32394,Khassa Camara,,6,True,11,Left Defensive Midfield,97
3206,1,1,3813276,7285,34164,Patrick Flottmann,,2,True,5,Left Center Back,97
3207,2,2,3813276,7285,162748,Provat Lakra,,4,True,2,Right Back,97
3208,3,3,3813276,7285,162749,Gurjinder Kumar,,5,True,6,Left Back,97
3209,4,4,3813276,7285,162751,Rochharzela Rochharzela,,7,True,12,Right Midfield,54
3210,5,5,3813276,7285,162752,Pragyan Sundar Gogoi,,43,False,0,Substitute,4
3211,6,6,3813276,7285,162753,Suhair Vadakkepeedika,,15,True,16,Left Midfield,94
3212,7,7,3813276,7285,162754,Mirshad Koottappunna,Michu,32,True,1,Goalkeeper,97
3213,8,8,3813276,7285,162759,Ngasepam Tondonba Singh,,3,False,0,Substitute,3
3214,9,9,3813276,7285,162761,Laldanmawia Ralte,,17,False,0,Substitute,43
3215,10,10,3813276,7285,162762,Mathias Coureur,,19,True,19,Center Attacking Midfield,97
3216,11,11,3813276,7285,162763,Jestin George,,23,True,3,Right Center Back,97
3217,12,12,3813276,7285,164341,Lalkhawpuimawia Lalkhawpuimawia,,27,True,23,Center Forward,93
3218,13,13,3813276,7285,168197,Imran Khan,,8,True,9,Right Defensive Midfield,97
3219,19,19,3813277,7289,125109,Mohammad Yasir,,10,True,16,Left Midfield,96
3220,26,26,3813277,7289,164490,Souvik Chakrabarti,,23,False,0,Substitute,19
3221,0,0,3813278,7290,8202,Ariel Borysiuk,,16,True,3,Right Center Back,95
3222,7,7,3813278,7290,164479,Khumanthem Ninthoinganba Meetei,,12,False,0,Substitute,19
3223,9,9,3813278,7290,164492,Vishal Kaith,,13,True,1,Goalkeeper,95
3224,11,11,3813278,7290,164494,Salam Ranjan Singh,,5,False,0,Substitute,50
3225,14,14,3813278,7290,164499,Rahim Ali,,11,False,0,Substitute,14
3226,23,23,3813278,7283,163351,Soraisham Sandeep Singh,Sandeep Singh,3,False,0,Substitute,3
3227,9,9,3813279,7291,162217,Isak Vanlalruatfela,,19,False,0,Substitute,16
3228,13,13,3813279,7291,162223,Sebastian Thangmuansang,,27,False,0,Substitute,35
3229,15,15,3813279,7291,174880,Deven Sawhney,,55,False,0,Substitute,31
3230,30,30,3813279,7290,164501,Syed Suhail Pasha,,42,False,0,Substitute,2
3231,12,12,3813280,7290,164500,Jobby Justin,,22,False,0,Substitute,17
3232,25,25,3813280,7286,161113,Daniel Gomes,,2,True,2,Right Back,45
3233,25,25,3813281,7282,167614,Michael Soosairaj,,23,False,0,Substitute,13
3234,14,14,3813282,7287,159784,Hmingthanmawia Ralte,,31,False,0,Substitute,38
3235,20,20,3813282,7283,127056,Nishu Kumar Tashni,,5,False,0,Substitute,5
3236,17,17,3813283,7284,124740,Udanta Kumam Singh,,21,False,0,Substitute,73
3237,23,23,3813283,7284,162204,Ajith Kumar,,19,True,2,Right Back,25
3238,28,28,3813283,7284,169441,Rohit Kumar,,18,False,0,Substitute,12
3239,29,29,3813283,7284,170069,Parag Satish Shrivas,,27,True,3,Right Center Back,98
3240,18,18,3813284,2021,124768,Anas Edathodika,,30,False,0,Substitute,19
3241,18,18,3813289,7284,31039,Yroundu Musavu-King,,29,True,5,Left Center Back,59
3242,27,27,3813289,7284,162205,Iman Basafa,,10,False,0,Substitute,30
3243,2,2,3813290,7285,162747,Subhasish Roy Chowdhury,,1,True,1,Goalkeeper,96
3244,3,3,3813290,7285,162750,Mashoor Shereef Thangalakath,,66,False,0,Substitute,51
3245,7,7,3813290,7285,162755,Mohammed Irshad,,16,True,9,Right Defensive Midfield,45
3246,8,8,3813290,7285,162757,Manvir Singh,,21,False,0,Substitute,15
3247,14,14,3813290,7285,168198,Joe Zoherliana,,24,True,2,Right Back,96
3248,7,7,3813292,7283,163346,Albino Gomes,,32,True,1,Goalkeeper,99
3249,24,24,3813294,7285,162756,Sehnaj Singh,,29,False,0,Substitute,13
3250,28,28,3813294,7285,164340,Federico Gallego Revetria,,10,True,13,Right Center Midfield,24
3251,23,23,3813295,7289,164478,Nim Dorjee Tamang,,29,True,2,Right Back,96
3252,31,31,3813295,7289,177427,Mark Zothanpuia,,88,False,0,Substitute,12
3253,2,2,3813296,7285,34146,Deshorn Brown,,26,True,24,Left Center Forward,71
3254,11,11,3813297,7285,162760,William Lalnunfela,,49,False,0,Substitute,31
3255,29,29,3813297,7284,162746,Leon Augustine Asokan,,31,False,0,Substitute,72
3256,29,29,3813301,7285,168199,Gani Ahmed Nigam,,22,False,0,Substitute,21
3257,5,5,3813302,2021,161096,Pawan Kumar,,1,True,1,Goalkeeper,98
3258,14,14,3813302,2021,167647,Karan Amin,,27,False,0,Substitute,3
3259,13,13,3813304,7289,166021,Abdul Rabeeh,,77,False,0,Substitute,15
3260,14,14,3813305,7283,166559,Sanjeev Stalin,,15,False,0,Substitute,2
3261,28,28,3813309,7289,164489,Halicharan Narzary,,19,True,16,Left Midfield,9
3262,8,8,3813310,7283,163348,Abdul Hakku Nediyodath,,26,False,0,Substitute,57
3263,30,30,3813310,7286,167381,Sankar Roy,,1,True,1,Goalkeeper,99
3264,30,30,3813312,7282,163360,Ravi Bahadur Rana,,13,False,0,Substitute,6
3265,31,31,3813312,7282,163361,Abhishek Dhananjay Suryavanshi,,16,False,0,Substitute,28
3266,9,9,3813313,7291,162220,Arshdeep Singh Saini,,1,True,1,Goalkeeper,96
3267,13,13,3813313,7291,182967,Nikhil Prabhu,,44,False,0,Substitute,51
3268,9,9,3813314,7282,163341,Bidyananda Singh Ningthoujam,,19,False,0,Substitute,18
3269,14,14,3813314,7282,163362,Kiyan Nassiri Giri,,25,False,0,Substitute,7
3270,25,25,3813314,7283,163354,Rahul Kannoly Praveen,,17,True,12,Right Midfield,31
