,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played
1497,26,26,3749434,54,40302,David Dunn,,0,True,19,Center Attacking Midfield,93
1498,27,27,3749434,54,40303,Aliou Cissé,,0,True,13,Right Center Midfield,64
1499,22,22,3749448,24,38454,Danny Murphy,,13,False,0,Substitute,8
1500,23,23,3749448,24,38522,Dietmar Hamann,,16,True,9,Right Defensive Midfield,94
1501,1,1,3749453,101,15400,Nick Barmby,,7,False,0,Substitute,20
1502,3,3,3749453,101,39847,Dominic Matteo,,21,True,15,Left Center Midfield,92
1503,7,7,3749453,101,40368,Ian Harte,,3,True,6,Left Back,92
1504,8,8,3749453,101,40369,Steven Caldwell,,15,True,5,Left Center Back,92
1505,9,9,3749453,101,40370,Lucas Radebe,,5,True,3,Right Center Back,72
1506,10,10,3749453,101,40371,Michael Duberry,,22,True,13,Right Center Midfield,92
1507,11,11,3749453,101,40372,Simon Johnson,,39,False,0,Substitute,8
1508,12,12,3749453,101,40373,Mark Viduka,,9,True,22,Right Center Forward,84
1509,15,15,3749454,36,15409,David Seaman,,1,True,1,Goalkeeper,94
1510,22,22,3749454,36,40216,Eyal Berkovic,,0,False,0,Substitute,14
1511,25,25,3749454,36,40219,Danny Tiatto,,0,False,0,Substitute,26
1512,26,26,3749454,36,40220,David Sommeil,,0,True,3,Right Center Back,94
1513,27,27,3749454,36,40223,Antoine Sibierski,,0,True,22,Right Center Forward,68
1514,11,11,3749462,54,40400,Olivier Tébily,,26,True,3,Right Center Back,92
1515,12,12,3749462,54,40401,Ian Bennett,,1,True,1,Goalkeeper,92
1516,23,23,3749465,98,40395,Michael Gray,,33,True,6,Left Back,93
1517,24,24,3749465,98,40396,Matt Jansen,,10,True,24,Left Center Forward,73
1518,25,25,3749465,98,40397,Martin Andresen,,25,True,16,Left Midfield,93
1519,26,26,3749465,98,40398,Jonathan Douglas,,26,True,12,Right Midfield,77
1520,1,1,3749493,29,15513,Thomas Gravesen,,0,True,15,Left Center Midfield,95
1521,3,3,3749493,29,38558,Steve Watson,,0,True,12,Right Midfield,95
1522,4,4,3749493,29,40280,Richard Wright,,0,True,1,Goalkeeper,95
1523,7,7,3749493,29,40283,Nick Chadwick,,0,True,24,Left Center Forward,95
1524,8,8,3749493,29,40284,Alessandro Pistone,,0,True,2,Right Back,95
1525,12,12,3749493,29,40288,Joseph Phillip Yobo,,0,True,3,Right Center Back,95
1526,13,13,3749493,29,40289,Mark Pembridge,,0,True,16,Left Midfield,68
1527,1,1,3749522,46,15405,Paul Ince,,8,True,10,Center Defensive Midfield,93
1528,4,4,3749522,46,40306,Dean Sturridge,,29,False,0,Substitute,7
1529,5,5,3749522,46,40307,Shaun Newton,,7,False,0,Substitute,16
1530,6,6,3749522,46,40308,Henri Camara,,17,True,12,Right Midfield,86
1531,7,7,3749522,46,40309,Oleg Luzhny,Oleg Luzhnyi,22,True,2,Right Back,93
1532,8,8,3749522,46,40310,Michael Oakes,,1,True,1,Goalkeeper,93
1533,13,13,3749526,75,13808,Radostin Kishishev,,2,True,2,Right Back,94
1534,14,14,3749526,75,20153,Claus Jensen,,10,True,15,Left Center Midfield,94
1535,16,16,3749526,75,20549,Jamal Julian Campbell-Ryce,Jamal Campbell-Ryce,22,False,0,Substitute,17
1536,17,17,3749526,75,40374,Jason Joseph Euell,Jason Euell,9,False,0,Substitute,46
1537,18,18,3749526,75,40375,Paolo Di Canio,,11,True,22,Right Center Forward,48
1538,19,19,3749526,75,40376,Graham Stuart,,4,True,16,Left Midfield,94
1539,20,20,3749526,75,40377,Hermann Hreidarsson,,12,True,6,Left Back,94
1540,21,21,3749526,75,40378,Dean Kiely,,1,True,1,Goalkeeper,94
1541,22,22,3749526,75,40379,Matt Holland,,8,True,12,Right Midfield,94
1542,23,23,3749526,75,40380,Mark Fish,,6,True,5,Left Center Back,94
1543,24,24,3749526,75,40381,Chris Perry,,36,True,3,Right Center Back,94
1544,25,25,3749526,75,40382,Jonatan Lillebror Johansson,Jonatan Johansson,21,True,24,Left Center Forward,77
1545,15,15,3749528,37,20326,Kieron Dyer,,0,True,15,Left Center Midfield,93
1546,23,23,3749528,37,40230,Titus Malachi Bramble,Titus Bramble,0,True,3,Right Center Back,93
1547,25,25,3749528,37,40232,Shola Ameobi,,0,False,0,Substitute,5
1548,1,1,3749552,39,13042,Tim Howard,,14,True,1,Goalkeeper,94
1549,3,3,3749552,39,15660,Phil Neville,,3,True,13,Right Center Midfield,94
1550,10,10,3749552,39,26199,Diego Forlán Corazo,Diego Forlán,21,False,0,Substitute,18
1551,11,11,3749552,39,40246,Quinton Fortune Kolobea,,25,True,15,Left Center Midfield,94
1552,15,15,3749590,22,38556,Leslie Ferdinand,Les Ferdinand,9,True,24,Left Center Forward,76
1553,16,16,3749590,22,38569,Steve Howey,,24,True,3,Right Center Back,94
1554,22,22,3749590,22,45969,Keith Gillespie,,7,False,0,Substitute,18
1555,23,23,3749590,22,375886,Craig Hignett,,5,False,0,Substitute,35
1556,24,24,3749590,22,375887,Riccardo Scimeca,,21,True,5,Left Center Back,94
1557,25,25,3749590,22,375888,Andy Impey,,2,True,2,Right Back,94
1558,26,26,3749590,22,375889,Ben Thatcher,,33,True,6,Left Back,94
1559,27,27,3749590,22,375890,Callum Davidson,,14,True,11,Left Defensive Midfield,94
1560,15,15,3749603,55,38466,Brian McBride,,8,False,0,Substitute,36
1561,21,21,3749603,55,40420,Carlos Manuel Bocanegra,Carlos Bocanegra,34,True,6,Left Back,94
1562,22,22,3749603,55,40421,Ian Pearce,,35,True,3,Right Center Back,94
1563,23,23,3749603,55,40422,Alain Goma,,24,True,5,Left Center Back,94
1564,24,24,3749603,55,40423,Martin Djetou,,17,True,12,Right Midfield,58
1565,25,25,3749603,55,40424,Luís Boa Morte Pereira,Luís Boa Morte,11,True,23,Center Forward,94
1566,26,26,3749603,55,40425,Collins John,,36,False,0,Substitute,36
1567,1,1,3749631,25,19857,Marians Pahars,,17,False,0,Substitute,13
1568,2,2,3749631,25,20193,Anders Svensson,,12,True,9,Right Defensive Midfield,26
1569,12,12,3749631,25,377674,Graeme Le Saux,,3,True,16,Left Midfield,83
1570,13,13,3749631,25,377676,Stephen Crainey,,6,True,6,Left Back,96
1571,9,9,3749642,75,40416,Luke Young,,19,True,2,Right Back,94
1572,10,10,3749642,75,40417,Jonathan Fortune,,24,True,5,Left Center Back,94
1573,11,11,3749642,75,40418,Carlton Cole Okirie,,35,True,22,Right Center Forward,94
1574,0,0,3750180,2721,38603,Gerd Kische,,18,True,2,Right Back,82
1575,1,1,3750180,2721,38604,Konrad Weise,,4,True,3,Right Center Back,82
1576,2,2,3750180,2721,38605,Reinhard Lauck,,13,True,13,Right Center Midfield,82
1577,3,3,3750180,2721,38606,Jürgen Croy,,1,True,1,Goalkeeper,82
1578,4,4,3750180,2721,38607,Lothar Kurbjuweit,,2,True,15,Left Center Midfield,82
1579,5,5,3750180,2721,38609,Siegmar Wätzlich,,12,True,6,Left Back,82
1580,6,6,3750180,2721,38613,Martin Hoffmann,,20,True,22,Right Center Forward,82
1581,7,7,3750180,2721,38615,Erich Hamann,,17,False,0,Substitute,27
1582,8,8,3750180,2721,38619,Bernd Bransch,,3,True,5,Left Center Back,82
1583,9,9,3750180,2721,38620,Jürgen Sparwasser,,14,True,24,Left Center Forward,82
1584,10,10,3750180,2721,38621,Harald Irmscher,,16,True,12,Right Midfield,55
1585,11,11,3750180,2721,38622,Hans-Jürgen Kreische,,10,True,16,Left Midfield,82
1586,12,12,3750180,770,38608,Jürgen Grabowski,,9,True,22,Right Center Forward,82
1587,13,13,3750180,770,38610,Paul Breitner,,3,True,6,Left Back,82
1588,14,14,3750180,770,38611,Berti Vogts,,2,True,3,Right Center Back,82
1589,15,15,3750180,770,38612,Gerhard Müller,,13,True,11,Left Defensive Midfield,82
1590,16,16,3750180,770,38614,Heinz Flohe,,15,True,16,Left Midfield,82
1591,17,17,3750180,770,38616,Sepp Maier,,1,True,1,Goalkeeper,82
1592,18,18,3750180,770,38617,Georg Schwarzenbeck,,4,True,2,Right Back,58
1593,19,19,3750180,770,38618,Bernhard Cullmann,Bernd Cullmann,8,True,12,Right Midfield,82
1594,20,20,3750180,770,38623,Wolfgang Overath,,12,True,24,Left Center Forward,59
1595,21,21,3750180,770,38624,Günter Netzer,,10,False,0,Substitute,23
1596,22,22,3750180,770,38625,Franz Beckenbauer,,5,True,5,Left Center Back,82
1597,23,23,3750180,770,38626,Ulrich Hoeneß,Uli Hoeneß,14,True,9,Right Defensive Midfield,82
1598,24,24,3750180,770,38627,Horst-Dieter Höttges,,6,False,0,Substitute,24
1599,0,0,3750191,768,38559,Peter Beardsley,,20,True,22,Right Center Forward,91
1600,1,1,3750191,768,38570,John Barnes,,19,False,0,Substitute,17
1601,2,2,3750191,768,38648,Steve Hodge,,18,True,16,Left Midfield,91
1602,3,3,3750191,768,38649,Gary Michael Stevens,Gary M. Stevens,2,True,2,Right Back,91
1603,4,4,3750191,768,38650,Kenny Sansom,,3,True,6,Left Back,91
1604,5,5,3750191,768,38651,Trevor Steven,,17,True,12,Right Midfield,74
1605,6,6,3750191,768,38652,Chris Waddle,,11,False,0,Substitute,27
1606,7,7,3750191,768,38653,Terry Fenwick,,14,True,3,Right Center Back,91
1607,8,8,3750191,768,38656,Peter Reid,,16,True,11,Left Defensive Midfield,64
1608,9,9,3750191,768,38658,Peter Shilton,,1,True,1,Goalkeeper,91
1609,10,10,3750191,768,38659,Terry Butcher,,6,True,5,Left Center Back,91
1610,11,11,3750191,768,38660,Glenn Hoddle,,4,True,9,Right Defensive Midfield,91
1611,12,12,3750191,768,38662,Gary Lineker,,10,True,24,Left Center Forward,91
1612,13,13,3750191,779,38640,Neri Alberto Pumpido Barrinat,Nery Pumpido,18,True,1,Goalkeeper,91
1613,14,14,3750191,779,38641,Diego Armando Maradona,,10,True,19,Center Attacking Midfield,91
1614,15,15,3750191,779,38642,José Luis Brown,,5,True,4,Center Back,91
1615,16,16,3750191,779,38643,José Luis Cuciuffo,,9,True,3,Right Center Back,91
1616,17,17,3750191,779,38644,Héctor Adolfo Enrique,Héctor Enrique,12,True,13,Right Center Midfield,91
1617,18,18,3750191,779,38645,Sergio Daniel Batista,Sergio Batista,2,True,10,Center Defensive Midfield,91
1618,19,19,3750191,779,38646,Jorge Luis Burruchaga,Jorge Burruchaga,7,True,15,Left Center Midfield,75
1619,20,20,3750191,779,38647,Jorge Alberto Francisco Valdano Castellano,Jorge Valdano,11,True,23,Center Forward,91
1620,21,21,3750191,779,38654,Ricardo Omar Giusti,Ricardo Giusti,14,True,7,Right Wing Back,91
1621,22,22,3750191,779,38655,Carlos Daniel Tapia,Carlos Tapia,20,False,0,Substitute,16
1622,23,23,3750191,779,38657,Óscar Alfredo Ruggeri Zocola,Óscar Ruggeri,19,True,5,Left Center Back,91
1623,24,24,3750191,779,38661,Julio Jorge Olarticoechea,Julio Olarticoechea,16,True,8,Left Wing Back,91
1624,2,2,3750200,24,7028,José Manuel Reina Páez,Pepe Reina,25,True,1,Goalkeeper,93
1625,6,6,3750200,24,20195,Dirk Kuijt,Dirk Kuyt,18,True,23,Center Forward,93
1626,7,7,3750200,24,20197,Daniel Munthe Agger,Daniel Agger,5,True,5,Left Center Back,93
1627,17,17,3750200,243,15781,Filippo Inzaghi,,9,True,23,Center Forward,88
1628,18,18,3750200,243,17607,Massimo Ambrosini,,23,True,13,Right Center Midfield,93
1629,19,19,3750200,243,17961,Marek Jankulovski,,18,True,6,Left Back,79
1630,21,21,3750200,243,19877,Massimo Oddo,,44,True,2,Right Back,93
1631,23,23,3750200,243,20517,Giuseppe Favalli,,19,False,0,Substitute,1
1632,26,26,3750200,243,38389,Alberto Gilardino,,11,False,0,Substitute,5
1633,27,27,3750200,243,38390,Kakhaber Kaladze,,4,False,0,Substitute,14
1634,0,0,3750201,217,3087,Gnégnéri Yaya Touré,Yaya Touré,24,True,2,Right Back,94
1635,12,12,3750201,217,25854,Sylvio Mendes Campos Junior,Sylvinho,16,True,6,Left Back,94
1636,19,19,3750201,39,19892,Dimitar Ivanov Berbatov,Dimitar Berbatov,9,False,0,Substitute,28
1637,26,26,3750201,39,38411,Anderson Luis de Abreu Oliveira,Anderson,8,True,15,Left Center Midfield,45
1638,1,1,3750234,2735,39702,Stephen Kenneth Hunt,Stephen Hunt,11,True,21,Left Wing,85
1639,2,2,3750234,2735,39703,Vitomir Dimitrijević,,3,False,0,Substitute,40
1640,3,3,3750234,2735,39704,Robert Alfred ''Bobby' Smith,Bobby Smith,12,True,2,Right Back,85
1641,4,4,3750234,2735,39705,Giorgio Chinaglia,,9,True,23,Center Forward,85
1642,5,5,3750234,2735,39706,Shep Norman Messing,Shep Messing,1,True,1,Goalkeeper,85
1643,6,6,3750234,2735,39707,Werner Roth,,4,True,3,Right Center Back,85
1644,7,7,3750234,2735,39708,Carlos Alberto Torres,Carlos Alberto,25,True,5,Left Center Back,85
1645,8,8,3750234,2735,39709,Nelsi Morais,,14,True,6,Left Back,85
1646,9,9,3750234,2735,39710,Terry Graham Garbett,Terry Garbett,8,True,9,Right Defensive Midfield,45
1647,10,10,3750234,2735,39711,Tony Field,,7,True,17,Right Wing,85
1648,11,11,3750234,2735,39712,Édson Arantes do Nascimento,Pelé,10,True,19,Center Attacking Midfield,85
1649,12,12,3750234,488,39973,Anthony Chursky,,1,True,1,Goalkeeper,85
1650,13,13,3750234,488,39974,Melvyn Machin,Mel Machin,4,True,2,Right Back,85
1651,14,14,3750234,488,39975,Dave Gillett,,17,True,3,Right Center Back,85
1652,15,15,3750234,488,39976,Adrian Webster,,16,True,19,Center Attacking Midfield,85
1653,16,16,3750234,488,39977,Steve Buttle,,15,True,21,Left Wing,85
1654,17,17,3750234,488,39978,James Gillen Robertson,Jimmy Robertson,19,True,17,Right Wing,73
1655,18,18,3750234,488,39979,Tommy Ord,,18,True,23,Center Forward,85
1656,19,19,3750234,488,39980,Micky Cave,,12,True,15,Left Center Midfield,60
1657,20,20,3750234,488,39981,David Joan Butler,,8,False,0,Substitute,25
1658,21,21,3750234,488,39982,Thomas Ernest Jenkins,Tommy Jenkins,6,False,0,Substitute,12
1659,22,22,3750234,488,39983,Jocky Scott,,2,True,13,Right Center Midfield,85
1660,23,23,3750234,488,39984,Harold Michael ''Mike' England,Mike England,5,True,5,Left Center Back,85
1661,24,24,3750234,488,39985,Jimmy McAlister,,3,True,6,Left Back,85
1662,0,0,3750235,806,39713,Johan Cruyff,Johan Cruyff,14,True,23,Center Forward,89
1663,1,1,3750235,806,39716,Piet Keizer,,11,True,21,Left Wing,89
1664,2,2,3750235,806,39719,Arie Haan,,15,True,13,Right Center Midfield,89
1665,3,3,3750235,806,39720,Ruud Krol,,5,True,6,Left Back,89
1666,4,4,3750235,806,39721,Johan Neeskens,,7,True,10,Center Defensive Midfield,89
1667,5,5,3750235,806,39723,Sjaak Swart,,8,True,17,Right Wing,89
1668,6,6,3750235,806,39724,Gerrie Mühren,,9,True,15,Left Center Midfield,89
1669,7,7,3750235,806,39726,Barry Hulshoff,,4,True,3,Right Center Back,89
1670,8,8,3750235,806,39728,Heinz Stuy,,1,True,1,Goalkeeper,89
1671,9,9,3750235,806,39729,Horst Blankenburg,,12,True,5,Left Center Back,89
1672,10,10,3750235,806,39734,Wim Suurbier,,3,True,2,Right Back,89
1673,11,11,3750235,238,39714,Giacinto Facchetti,,3,True,6,Left Back,89
1674,12,12,3750235,238,39715,Tarcisio Burgnich,,6,True,3,Right Center Back,89
1675,13,13,3750235,238,39717,Roberto Boninsegna,,9,True,23,Center Forward,89
1676,14,14,3750235,238,39718,Mauro Bellugi,,2,True,2,Right Back,89
1677,15,15,3750235,238,39722,Ivano Bordon,,1,True,1,Goalkeeper,89
1678,16,16,3750235,238,39725,Gianfranco Bedin,,8,True,11,Left Defensive Midfield,89
1679,17,17,3750235,238,39727,Jair da Costa,Jair,7,True,17,Right Wing,53
1680,18,18,3750235,238,39730,Mario Giubertoni,,5,True,5,Left Center Back,11
1681,19,19,3750235,238,39731,Mario Frustalupi,,11,True,21,Left Wing,89
1682,20,20,3750235,238,39732,Sandro Mazzola,,10,True,19,Center Attacking Midfield,89
1683,21,21,3750235,238,39733,Gabriele Oriali,,4,True,9,Right Defensive Midfield,89
1684,22,22,3750235,238,40094,Sergio Pellizzaro,,16,False,0,Substitute,36
1685,23,23,3750235,238,40095,Mario Bertini,,14,False,0,Substitute,78
1686,1,1,3750240,239,15118,Angelo Di Livio,,16,True,12,Right Midfield,67
1687,2,2,3750240,239,15176,Moreno Torricelli,,3,True,6,Left Back,94
1688,3,3,3750240,239,15777,Francesco Toldo,,1,True,1,Goalkeeper,94
1689,4,4,3750240,239,17966,Tomáš Řepka,,2,True,2,Right Back,94
1690,5,5,3750240,239,39641,Gabriel Omar Batistuta,Gabriel Batistuta,9,True,24,Left Center Forward,94
1691,6,6,3750240,239,39744,Jörg Heinrich,,17,True,11,Left Defensive Midfield,94
1692,7,7,3750240,239,39786,Aldo Firicano,,6,True,5,Left Center Back,94
1693,8,8,3750240,239,39787,Sandro Cois,,14,True,9,Right Defensive Midfield,94
1694,9,9,3750240,239,39788,Alessandro Pierini,,23,True,3,Right Center Back,79
1695,10,10,3750240,239,40096,Fabio Rossitto,,11,False,0,Substitute,27
1696,11,11,3750240,239,40097,Abel Eduardo Balbo,Abel Balbo,18,True,22,Right Center Forward,79
1697,12,12,3750240,239,40098,Mauro Bressan,,21,False,0,Substitute,15
1698,13,13,3750240,239,40099,Daniele Adani,,4,False,0,Substitute,15
1699,17,17,3750240,39,15597,Henning Berg,,21,True,3,Right Center Back,63
1700,19,19,3750240,39,15661,David Beckham,,7,True,12,Right Midfield,94
1701,27,27,3750240,39,39789,Mark Bosnich,,1,True,1,Goalkeeper,94
1702,0,0,3750244,169,15275,Stefan Reuter,,8,True,3,Right Center Back,91
1703,1,1,3750244,169,39760,Johnny Ekström,,11,True,22,Right Center Forward,78
1704,2,2,3750244,169,39834,Hansi Flick,Hans-Dieter Flick,3,True,15,Left Center Midfield,91
1705,3,3,3750244,169,39835,Norbert Nachtweih,,2,True,7,Right Wing Back,91
1706,4,4,3750244,169,39836,Hans Dorfner,,6,True,13,Right Center Midfield,91
1707,5,5,3750244,169,39837,Roland Wohlfarth,,9,True,24,Left Center Forward,91
1708,6,6,3750244,169,39838,Roland Grahammer,,13,False,0,Substitute,10
1709,7,7,3750244,169,39839,Armin Eck,,14,False,0,Substitute,13
1710,8,8,3750244,169,39840,Klaus Augenthaler,,5,True,4,Center Back,91
1711,9,9,3750244,169,39841,Erland Johnsen,,4,True,5,Left Center Back,81
1712,10,10,3750244,169,39842,Ludwig Kögl,,7,True,8,Left Wing Back,91
1713,11,11,3750244,169,39844,Olaf Thon,,10,True,10,Center Defensive Midfield,91
1714,12,12,3750244,169,39845,Raimond Aumann,,1,True,1,Goalkeeper,91
1715,13,13,3750244,227,19624,Ciro Ferrara,,2,True,2,Right Back,91
1716,15,15,3750244,227,39802,Dieter Stinka,,1,True,1,Goalkeeper,91
1717,16,16,3750244,227,39816,Giancarlo Corradini,,4,True,3,Right Center Back,91
1718,17,17,3750244,227,39817,Alessandro Renica,,6,True,5,Left Center Back,91
1719,18,18,3750244,227,39818,Antonio Carannante,,14,False,0,Substitute,10
1720,19,19,3750244,227,39819,Giovanni Francini,,3,True,6,Left Back,91
1721,20,20,3750244,227,39822,Andrea Carnevale,,11,True,24,Left Center Forward,91
1722,21,21,3750244,227,39826,Antônio de Oliveira Filho,Careca,9,True,22,Right Center Forward,91
1723,22,22,3750244,227,39829,Ricardo Rogério de Brito,Alemão,5,True,15,Left Center Midfield,91
1724,23,23,3750244,227,39843,Luca Fusi,,7,True,10,Center Defensive Midfield,91
1725,24,24,3750244,227,39846,Fernando De Napoli,,8,True,13,Right Center Midfield,91
1726,0,0,3750245,1076,15008,Michael Laudrup,,11,True,16,Left Midfield,123
1727,1,1,3750245,1076,39821,Pasquale Bruno,,2,True,2,Right Back,123
1728,2,2,3750245,1076,39823,Sergio Brio,,5,True,3,Right Center Back,35
1729,3,3,3750245,1076,39824,Roberto Tricella,,6,True,10,Center Defensive Midfield,123
1730,4,4,3750245,1076,39825,Stefano Tacconi,,1,True,1,Goalkeeper,123
1731,5,5,3750245,1076,39827,Rui Gil Soares de Barros,Rui Barros,8,True,15,Left Center Midfield,123
1732,6,6,3750245,1076,39828,Roberto Galia,,4,True,5,Left Center Back,123
1733,7,7,3750245,1076,39830,Giancarlo Marocchi,,7,True,13,Right Center Midfield,123
1734,8,8,3750245,1076,39831,Luigi De Agostini,,3,True,6,Left Back,123
1735,9,9,3750245,1076,39832,Massimo Mauro,,10,True,12,Right Midfield,92
1736,10,10,3750245,1076,39833,Alessandro Altobelli,,9,True,23,Center Forward,123
1737,11,11,3750245,1076,39933,Marino Magrin,,14,False,0,Substitute,31
1738,12,12,3750245,1076,40028,Luciano Favero,,13,False,0,Substitute,88
1739,15,15,3750245,227,39815,Giuliano Giuliani,,1,True,1,Goalkeeper,123
1740,20,20,3750245,227,39820,Massimo Crippa,,8,True,7,Right Wing Back,123
1741,24,24,3750245,227,39954,Francesco Romano,,14,False,0,Substitute,26
1742,25,25,3750245,227,40027,Maurizio Neri,,16,False,0,Substitute,16
1743,0,0,3750248,215,13798,Andoni Zubizarreta Urreta,Andoni Zubizarreta,1,True,1,Goalkeeper,92
1744,1,1,3750248,215,38688,Andoni Goikoetxea,,5,True,5,Left Center Back,92
1745,2,2,3750248,215,39910,Santiago Urquiaga Pérez Lugar,,2,True,2,Right Back,92
1746,3,3,3750248,215,39911,Francisco Salinas Fernández,Patxi Salinas,8,True,9,Right Defensive Midfield,92
1747,4,4,3750248,215,39912,Daniel Ruiz Bazan Justa,Dani,7,True,21,Left Wing,92
1748,5,5,3750248,215,39913,Iñigo Liceranzu,,4,True,3,Right Center Back,92
1749,6,6,3750248,215,39914,José María Núñez,,3,True,6,Left Back,92
1750,7,7,3750248,215,39915,Miguel de Andrés,,6,True,11,Left Defensive Midfield,92
1751,8,8,3750248,215,39916,Ismael Urtubi Aróstegui,,10,True,19,Center Attacking Midfield,92
1752,9,9,3750248,215,39917,Endika Guarrochenea Arzubiaga,,9,True,23,Center Forward,60
1753,10,10,3750248,215,39927,José Ramón Gallego Vidal,,13,False,0,Substitute,6
1754,11,11,3750248,215,39928,Estanislao Argote Salaberría,Estanis Argote,11,True,17,Right Wing,86
1755,12,12,3750248,215,39929,Manuel Sarabia López,Manu Sarabia,15,False,0,Substitute,32
1756,14,14,3750248,217,38687,José Ramón Alexanko Ventosa,José Ramón Alexanko,6,True,3,Right Center Back,92
1757,15,15,3750248,217,39918,Tente Sánchez,,2,True,2,Right Back,92
1758,16,16,3750248,217,39919,Juan Carlos Pérez Rojo,,9,True,16,Left Midfield,62
1759,17,17,3750248,217,39920,Paco Clos,,15,False,0,Substitute,30
1760,18,18,3750248,217,39921,Bernd Schuster,,8,True,11,Left Defensive Midfield,92
1761,19,19,3750248,217,39922,Francisco José Carrasco Hidalgo,Lobo Carrasco,7,True,24,Left Center Forward,92
1762,20,20,3750248,217,39923,Miguel Bernardo Bianquetti,Migueli,3,True,5,Left Center Back,92
1763,21,21,3750248,217,39924,Marcos Alonso Peña,Marcos Alonso,11,True,12,Right Midfield,92
1764,22,22,3750248,217,39925,Julio Alberto Moreno Casas,Julio Alberto,4,True,6,Left Back,92
1765,23,23,3750248,217,39926,Víctor Muñoz Manrique,Víctor Muñoz,5,True,9,Right Defensive Midfield,92
1766,24,24,3750248,217,39930,Francisco Javier González Urruticoechea,Urruti,1,True,1,Goalkeeper,92
1767,0,0,3752619,256,10805,Ricardo Alberto Silveira de Carvalho,Ricardo Carvalho,4,True,5,Left Center Back,94
1768,1,1,3752619,256,15009,Vítor Manuel Martins Baía,Vítor Baía,99,True,1,Goalkeeper,94
1769,2,2,3752619,256,15667,Jorge Paulo Costa Almeida,Jorge Costa,2,True,3,Right Center Back,94
1770,3,3,3752619,256,17725,Francisco José Rodrigues da Costa,Costinha,6,True,10,Center Defensive Midfield,94
1771,4,4,3752619,256,19757,Anderson Luís de Souza,Deco,10,True,19,Center Attacking Midfield,85
1772,5,5,3752619,256,19760,Nuno Ricardo de Oliveira Ribeiro,Maniche,18,True,15,Left Center Midfield,94
1773,6,6,3752619,256,19762,Paulo Renato Rebocho Ferreira,Paulo Ferreira,22,True,2,Right Back,94
1774,7,7,3752619,256,20069,Nuno Jorge Pereira Silva Valente,Nuno Valente,8,True,6,Left Back,94
1775,8,8,3752619,256,20163,Dmitriy Alenichev,,15,False,0,Substitute,34
1776,9,9,3752619,256,40845,Pedro Miguel da Silva Mendes,Pedro Mendes,23,True,13,Right Center Midfield,94
1777,10,10,3752619,256,40846,Benni McCarthy,,77,False,0,Substitute,15
1778,11,11,3752619,256,40849,Vanderlei Fernandes Silva,Derlei,11,True,22,Right Center Forward,79
1779,12,12,3752619,256,40850,Carlos Alberto Gomes de Jesus,Carlos Alberto,19,True,24,Left Center Forward,60
1780,13,13,3752619,256,40851,Pedro Emanuel dos Santos Martins Silva,Pedro Emanuel,3,False,0,Substitute,9
1781,15,15,3752619,129,20130,Fernando Morientes Sánchez,Fernando Morientes,10,True,23,Center Forward,94
1782,16,16,3752619,129,20336,Dado Prso,,9,False,0,Substitute,71
1783,17,17,3752619,129,20520,Jérôme Rothen,,25,True,21,Left Wing,94
1784,18,18,3752619,129,25878,Ludovic Giuly,,8,True,17,Right Wing,23
1785,19,19,3752619,129,26140,Hugo Benjamín Ibarra,Hugo Ibarra,4,True,2,Right Back,94
1786,20,20,3752619,129,26481,Sébastien Squillaci,,19,False,0,Substitute,22
1787,21,21,3752619,129,40841,Flavio Roma,,30,True,1,Goalkeeper,94
1788,22,22,3752619,129,40842,Gaël Givet-Viaros,Gaël Givet,32,True,5,Left Center Back,72
1789,23,23,3752619,129,40843,Julien Rodriguez,,27,True,3,Right Center Back,94
1790,24,24,3752619,129,40844,Edouard Cissé,,14,True,13,Right Center Midfield,64
1791,25,25,3752619,129,40847,Shabani Christophe Nonda,Shabani Nonda,18,False,0,Substitute,30
1792,26,26,3752619,129,40848,Andreas Vasilios Zikos,,15,True,15,Left Center Midfield,94
1793,27,27,3752619,129,40852,Lucas Bernardi,,7,True,10,Center Defensive Midfield,94
1794,0,0,3753972,28,3049,Matt Ritchie,,30,True,12,Right Midfield,82
1795,1,1,3753972,28,3085,Glenn Murray,,27,False,0,Substitute,9
1796,2,2,3753972,28,3304,Harry Arter,,8,True,19,Center Attacking Midfield,92
1797,3,3,3753972,28,3341,Steve Cook,,3,True,3,Right Center Back,97
1798,4,4,3753972,28,3343,Dan Gosling,,4,True,11,Left Defensive Midfield,97
1799,5,5,3753972,28,3344,Andrew Surman,,6,True,9,Right Defensive Midfield,97
1800,6,6,3753972,28,3345,Charlie Daniels,,11,True,6,Left Back,97
1801,7,7,3753972,28,3346,Joshua King,,17,True,23,Center Forward,88
1802,8,8,3753972,28,3463,Junior Stanislas,,19,True,16,Left Midfield,97
1803,9,9,3753972,28,3608,Simon Francis,,2,True,2,Right Back,97
1804,10,10,3753972,28,6409,Adam Smith,,15,False,0,Substitute,15
1805,11,11,3753972,28,24888,Adam Federici,,23,True,1,Goalkeeper,97
1806,12,12,3753972,28,29382,Shaun MacDonald,,16,False,0,Substitute,5
1807,14,14,3753972,26,3057,Jonjo Shelvey,,8,True,19,Center Attacking Midfield,97
1808,15,15,3753972,26,3262,Łukasz Fabiański,,1,True,1,Goalkeeper,97
1809,16,16,3753972,26,3340,Kyle Naughton,,26,True,2,Right Back,97
1810,17,17,3753972,26,3347,André Ayew Pelé,André Ayew,10,True,21,Left Wing,97
